Player,Min,90s,Age,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Nation,Pos,Comp,Squad,Cluster_KMeans,DBSCAN_Label
Joško Gvardiol,3277.0,36.4,22.0,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,4.6,4.3,2.1,6.3,91.0,264.0,121.0,0.14,0.0,0.14,0.13,0.060000000000000005,0.18,0.12000000000000001,0.17,CRO,DF,Premier League,Manchester City,5,0
Juan Bernat,585.6695938529089,6.543358946212953,31.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14654226125137212,0.14654226125137212,0.6301866081229417,0.776728869374314,2.4654226125137213,12.603732162458837,32.97475301866081,0.0,0.19748627881448957,0.19748627881448957,0.04327113062568606,0.10861690450054884,0.15188803512623492,0.04327113062568606,0.15188803512623492,ESP,"DF,MF",La Liga,Getafe,2,0
Juan Berrocal,1063.0,11.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.4,0.4,0.0,0.4,1.0,25.0,1.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,ESP,DF,La Liga,Getafe,3,0
Juan Cruz,2257.0,25.1,24.0,5.0,4.0,9.0,5.0,0.0,0.0,2.0,0.0,2.7,2.7,4.1,6.9,59.0,66.0,131.0,0.2,0.16,0.36,0.11,0.17,0.27,0.11,0.27,ESP,"FW,MF",La Liga,Leganés,5,0
Juan Cruz Armada,1492.0,16.6,32.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.0,0.2,9.0,53.0,12.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,ESP,DF,La Liga,Osasuna,0,0
Juan Cuadrado,832.0,9.2,36.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.9000000000000001,0.9000000000000001,2.0,2.8999999999999995,41.0,64.0,90.0,0.0,0.22,0.22,0.1,0.22,0.31,0.1,0.31,COL,"DF,MF",Serie A,Atalanta,0,0
Juan David Cabal,460.0,5.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,14.0,17.0,19.0,0.0,0.0,0.0,0.03,0.010000000000000002,0.04000000000000001,0.03,0.04000000000000001,COL,DF,Serie A,Juventus,2,0
Juan Foyth,1517.0,16.9,26.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.4,2.4,0.3,2.8,13.0,65.0,11.0,0.06,0.0,0.06,0.14,0.02,0.16,0.14,0.16,ARG,DF,La Liga,Villarreal,0,0
Juan Herzog,1315.0,14.6,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.0,0.9,0.0,27.0,1.0,0.0,0.0,0.0,0.05999999999999999,0.0,0.05999999999999999,0.05999999999999999,0.05999999999999999,ESP,DF,La Liga,Las Palmas,2,0
Juan Jesus,1074.0,11.9,33.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.4,3.0,50.0,2.0,0.0,0.08,0.08,0.03,0.0,0.03,0.03,0.03,BRA,DF,Serie A,Napoli,2,0
Juan Miranda,2277.0,25.3,24.0,0.0,6.0,6.0,0.0,0.0,0.0,4.0,1.0,0.7,0.7,6.1,6.8,34.0,163.0,88.0,0.0,0.24000000000000002,0.24000000000000002,0.030000000000000002,0.24000000000000002,0.27,0.030000000000000002,0.27,ESP,DF,Serie A,Bologna,3,0
Juan Musso,150.0,1.6666666666666667,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARG,GK,La Liga,Atlético Madrid,2,0
Juan Soriano,540.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP,GK,La Liga,Leganés,3,0
Juanlu Sánchez,1722.0,19.1,20.0,4.0,4.0,8.0,4.0,0.0,0.0,6.0,1.0,2.1,2.1,2.8,5.0,44.0,68.0,83.0,0.21,0.21,0.42,0.10999999999999999,0.15,0.26,0.10999999999999999,0.26,ESP,"MF,DF",La Liga,Sevilla,3,0
Juanmi,578.672340425532,6.402127659574468,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.3289361702127658,2.3289361702127658,0.32595744680851063,2.628936170212766,5.480851063829787,6.961702127659574,25.404255319148938,0.0,0.0,0.0,0.3388510638297872,0.06595744680851064,0.40480851063829787,0.3388510638297872,0.40480851063829787,ESP,"FW,MF",La Liga,Betis,2,0
Juanmi Latasa,1398.0,15.5,23.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,1.0,4.2,4.2,0.9,5.1,3.0,17.0,40.0,0.19,0.0,0.19,0.27,0.06,0.33,0.27,0.33,ESP,FW,La Liga,Valladolid,3,0
Juanpe,727.0,8.1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.2,2.0,26.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,ESP,DF,La Liga,Girona,2,0
Jubal,2640.0,29.3,30.0,6.0,0.0,6.0,3.0,3.0,4.0,7.0,0.0,5.2,2.0,0.9,2.9,1.0,33.0,3.0,0.2,0.0,0.2,0.18,0.030000000000000002,0.21,0.07,0.1,BRA,DF,Ligue 1,Auxerre,0,0
Jude Bellingham,2488.0,27.6,21.0,9.0,8.0,17.0,8.0,1.0,2.0,5.0,1.0,11.4,9.9,3.8999999999999995,13.7,74.0,199.0,143.0,0.33,0.29,0.61,0.41,0.14,0.55,0.36,0.5,ENG,MF,La Liga,Real Madrid,5,-1
Julen Agirrezabala,1206.0,13.4,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP,GK,La Liga,Athletic Club,3,0
Jules Koundé,2605.0,28.9,25.0,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.8,1.8,3.9,5.7,44.0,165.0,190.0,0.07,0.1,0.17,0.05999999999999999,0.13,0.2,0.05999999999999999,0.2,FRA,DF,La Liga,Barcelona,5,0
Julian Araujo,497.0,5.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,4.0,14.0,22.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,MEX,DF,Premier League,Bournemouth,2,0
Julian Brandt,2303.0,25.6,28.0,5.0,10.0,15.0,5.0,0.0,0.0,1.0,0.0,4.8,4.8,8.5,13.2,61.0,149.0,199.0,0.2,0.39,0.59,0.19,0.33,0.52,0.19,0.52,GER,MF,Bundesliga,Dortmund,5,0
Julian Chabot,2269.0,25.2,26.0,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,2.0,1.8,0.5,2.4,7.0,108.0,5.0,0.11999999999999998,0.04,0.16,0.08,0.02,0.1,0.07,0.09,GER,DF,Bundesliga,Stuttgart,3,0
Julian Niehues,154.0,1.7000000000000002,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.4,0.0,6.0,3.0,0.0,0.0,0.0,0.15,0.08,0.22000000000000003,0.15,0.22000000000000003,GER,MF,Bundesliga,Heidenheim,2,0
Julian Ryerson,2259.0,25.1,26.0,2.0,3.0,5.0,2.0,0.0,0.0,6.0,1.0,0.7,0.7,4.5,5.2,66.0,92.0,136.0,0.08,0.12,0.2,0.03,0.18,0.21,0.03,0.21,NOR,DF,Bundesliga,Dortmund,3,0
Julian Weigl,2881.0,32.0,28.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,1.1,1.9,11.0,122.0,9.0,0.0,0.06,0.06,0.02,0.03,0.06,0.02,0.06,GER,MF,Bundesliga,Gladbach,0,0
Julien Duranville,283.0,3.1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,0.6,16.0,7.0,33.0,0.0,0.0,0.0,0.08,0.1,0.18,0.08,0.18,BEL,"FW,MF",Bundesliga,Dortmund,2,0
Julien Le Cardinal,1378.0,15.3,26.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.7,7.0,39.0,1.0,0.0,0.07,0.07,0.03,0.02,0.05,0.03,0.05,FRA,DF,Ligue 1,Brest,2,0
Julio Enciso,723.6431642304385,8.082115219260533,20.0,1.4944110060189166,2.241616509028375,3.7360275150472915,1.4944110060189166,0.0,0.0,2.241616509028375,0.0,1.5230438521066207,1.5230438521066207,1.0966466036113498,2.619690455717971,19.9664660361135,24.460877042132417,37.17454858125537,0.15691315563198624,0.23163370593293206,0.3885468615649183,0.21286328460877044,0.12230438521066209,0.33516766981943247,0.21286328460877044,0.33516766981943247,PAR,"MF,FW",Premier League,Brighton,1,0
Julio Soler,11.0,0.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARG,"DF,FW",Premier League,Bournemouth,2,0
Julián Chicco,302.0,3.4,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.6,8.0,16.0,7.0,0.0,0.3,0.3,0.14,0.05,0.19,0.14,0.19,ARG,"MF,DF",La Liga,Leganés,2,0
Julián Malatini,454.0,5.0,23.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.20000000000000004,0.20000000000000004,0.5,0.6999999999999998,8.0,24.0,4.0,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.05000000000000001,0.09,0.14,0.05000000000000001,0.14,ARG,DF,Bundesliga,Werder Bremen,2,0
Julián Álvarez,2509.0,27.899999999999995,24.0,17.0,4.0,21.0,13.0,4.0,4.0,5.0,0.0,14.100000000000001,11.0,5.3,16.3,79.0,92.0,162.0,0.61,0.14,0.75,0.51,0.19,0.7,0.39,0.59,ARG,FW,La Liga,Atlético Madrid,5,0
Junior Adamu,1545.0,17.2,23.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,5.5,5.5,2.4,7.9,8.0,14.0,84.0,0.12000000000000001,0.12000000000000001,0.23,0.32,0.14,0.46,0.32,0.46,AUT,FW,Bundesliga,Freiburg,3,0
Junior Ajayi,13.0,0.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIV,FW,Serie A,Hellas Verona,2,0
Junior Dina Ebimbe,293.0,3.3,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.8999999999999999,0.8999999999999999,1.7999999999999998,5.0,3.0,27.0,0.0,0.31,0.31,0.26,0.29,0.56,0.26,0.56,FRA,"MF,FW",Bundesliga,Eint Frankfurt,1,0
Junior Messias,847.0,9.4,33.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.4,1.4,0.7,2.1,32.0,32.0,49.0,0.11,0.11,0.21,0.25,0.07,0.33,0.15,0.23,BRA,"MF,FW",Serie A,Genoa,0,0
Junior Mwanga,796.4102564102565,8.868589743589743,21.0,0.7628205128205128,1.5256410256410255,2.2884615384615383,0.7628205128205128,0.0,0.0,0.7628205128205128,0.7628205128205128,0.9916666666666668,0.9916666666666668,0.7628205128205128,1.7544871794871795,11.916666666666666,34.41025641025641,11.916666666666666,0.06865384615384615,0.14493589743589744,0.21358974358974359,0.09153846153846154,0.07865384615384616,0.1701923076923077,0.09153846153846154,0.1701923076923077,FRA,MF,Ligue 1,Strasbourg,3,0
Junior Ndiaye,441.0,4.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,5.0,7.0,26.0,0.0,0.0,0.0,0.1,0.09,0.19,0.1,0.19,FRA,FW,Ligue 1,Montpellier,2,0
Junior Sambia,387.0,4.3,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,5.0,21.0,20.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16,FRA,"DF,FW",Serie A,Empoli,2,0
Junya Ito,2690.0,29.9,31.0,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,4.6,4.6,7.1,11.7,100.0,133.0,256.0,0.13,0.1,0.23,0.16,0.24000000000000002,0.39000000000000007,0.16,0.39000000000000007,JPN,"FW,MF",Ligue 1,Reims,5,0
Jurgen Ekkelenkamp,1892.0,21.0,24.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.8,2.8,1.3,4.1,34.0,72.0,86.0,0.14000000000000004,0.1,0.24,0.13,0.06,0.19,0.13,0.19,NED,MF,Serie A,Udinese,0,0
Jurriën Timber,2417.0,26.9,23.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,0.8,2.1,57.0,146.0,104.0,0.04,0.11,0.15,0.05,0.029999999999999995,0.08,0.05,0.08,NED,DF,Premier League,Arsenal,0,0
Justin Bourgault,122.0,1.4,18.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,4.0,12.0,0.74,0.0,0.74,0.05,0.1,0.15,0.05,0.15,FRA,DF,Ligue 1,Brest,1,0
Justin Devenny,507.0,5.6,20.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.4,5.0,21.0,13.0,0.18,0.18,0.36,0.14,0.11,0.25,0.14,0.25,NIR,MF,Premier League,Crystal Palace,2,0
Justin Diehl,104.0,1.2,19.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,5.0,20.0,0.87,0.0,0.87,0.84,0.1,0.94,0.84,0.94,GER,"FW,DF",Bundesliga,Stuttgart,1,0
Justin Kluivert,2340.0,26.0,25.0,12.0,6.0,18.0,6.0,6.0,6.0,8.0,0.0,10.3,5.6,4.8,10.5,81.0,105.0,173.0,0.46,0.23,0.69,0.4,0.19,0.58,0.21999999999999997,0.4,NED,MF,Premier League,Bournemouth,5,0
Justin Njinmah,952.0,10.6,23.0,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,3.7,3.7,1.6,5.2,33.0,23.0,103.0,0.28,0.19,0.47,0.35,0.15,0.49000000000000005,0.35,0.49000000000000005,GER,"FW,MF",Bundesliga,Werder Bremen,1,0
Justin Smith,209.0,2.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.019999999999999997,0.0,0.019999999999999997,CAN,MF,La Liga,Espanyol,2,0
Justin-Noël Kalumba,31.0,0.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,FRA,"FW,MF",Ligue 1,Angers,2,0
Jáder Durán,638.0,7.1000000000000005,20.0,7.0,0.0,7.0,7.0,0.0,0.0,3.0,1.0,4.9,4.9,0.2,5.1,7.0,13.0,44.0,0.99,0.0,0.99,0.69,0.030000000000000002,0.71,0.69,0.71,COL,FW,Premier League,Aston Villa,1,-1
Jérémy Jacquet,927.0,10.3,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.6,8.0,40.0,4.0,0.0,0.1,0.1,0.08,0.08,0.16,0.08,0.16,FRA,DF,Ligue 1,Rennes,2,0
Jérémy Le Douaron,102.0,1.1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,1.0,7.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,FRA,FW,Ligue 1,Brest,2,0
Jérémy Sebas,190.0,2.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,6.0,3.0,10.0,0.0,0.0,0.0,0.35,0.01,0.35,0.35,0.35,MTQ,"FW,MF",Ligue 1,Strasbourg,2,0
Jérôme Roussillon,136.0,1.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,11.0,7.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,FRA,"DF,MF",Bundesliga,Union Berlin,2,0
Jørgen Strand Larsen,2587.0,28.7,24.0,14.0,4.0,18.0,14.0,0.0,0.0,4.0,0.0,10.3,10.3,3.0,13.299999999999999,17.0,29.0,112.0,0.48999999999999994,0.14,0.63,0.36,0.09999999999999999,0.46,0.36,0.46,NOR,FW,Premier League,Wolves,1,0
Kacper Koscierski,7.0,0.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,DF,Bundesliga,Bochum,2,0
Kacper Urbanski,416.34404283801877,4.641097724230255,19.0,0.33065595716198126,0.0,0.33065595716198126,0.33065595716198126,0.0,0.0,1.3306559571619812,0.0,0.16613119143239624,0.16613119143239624,0.2322623828647925,0.4653279785809907,8.346720214190094,32.40294511378849,15.653279785809906,0.11903614457831325,0.0,0.11903614457831325,0.059759036144578316,0.07629183400267738,0.12935742971887548,0.059759036144578316,0.12935742971887548,POL,MF,Serie A,Monza,2,0
Kaelan Casey,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,DF,Premier League,West Ham,2,0
Kai Havertz,1875.0,20.8,25.0,9.0,3.0,12.0,9.0,0.0,0.0,5.0,0.0,9.5,9.5,2.4,12.0,35.0,61.0,113.0,0.43,0.14,0.58,0.46,0.12,0.57,0.46,0.57,GER,"FW,MF",Premier League,Arsenal,1,0
Kaishu Sano,3043.0,33.8,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9000000000000001,0.9000000000000001,1.2,2.1,53.0,159.0,46.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,JPN,MF,Bundesliga,Mainz 05,0,0
Kalvin Phillips,1237.0,13.699999999999998,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,0.2,0.7,4.0,51.0,4.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,ENG,MF,Premier League,Ipswich Town,3,0
Kamaldeen Sulemana,1402.0,15.6,22.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,1.0,2.5,63.0,27.0,87.0,0.05999999999999999,0.05999999999999999,0.13,0.1,0.05999999999999999,0.16,0.1,0.16,GHA,"FW,MF",Premier League,Southampton,0,0
Kamil Grabara,2585.0,28.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POL,GK,Bundesliga,Wolfsburg,2,0
Kamory Doumbia,1322.0,14.699999999999998,21.0,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,1.2,3.9000000000000004,17.0,72.0,54.0,0.20000000000000004,0.14,0.34,0.19,0.08,0.27,0.19,0.27,MLI,"MF,FW",Ligue 1,Brest,0,0
Kandet Diawara,4.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GUI,FW,Ligue 1,Le Havre,2,0
Kaoru Mitoma,2603.0,28.9,27.0,10.0,4.0,14.0,10.0,0.0,0.0,1.0,0.0,9.2,9.2,4.6,13.8,146.0,89.0,291.0,0.35,0.14,0.48000000000000004,0.32,0.16,0.48000000000000004,0.32,0.48000000000000004,JPN,"FW,MF",Premier League,Brighton,5,0
Karim Adeyemi,1433.0,15.9,22.0,7.0,6.0,13.0,7.0,0.0,0.0,4.0,0.0,5.5,5.5,6.0,11.5,68.0,28.0,153.0,0.44,0.37999999999999995,0.82,0.34,0.37999999999999995,0.72,0.34,0.72,GER,"FW,MF",Bundesliga,Dortmund,5,0
Karim Onisiwo,110.0,1.2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,1.0,0.0,8.0,0.0,0.0,0.0,0.06,0.27,0.33,0.06,0.33,AUT,"MF,FW",Bundesliga,Mainz 05,2,0
Karl Etta Eyong,37.0,0.4,20.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,2.43,0.0,2.43,0.8800000000000001,0.0,0.8800000000000001,0.8800000000000001,0.8800000000000001,CMR,"MF,FW",La Liga,Villarreal,1,-1
Karl Jakob Hein,2790.0,31.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EST,GK,La Liga,Valladolid,2,0
Karl-Johan Johnsson,270.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SWE,GK,Ligue 1,Strasbourg,2,0
Karol Fila,5.0,0.1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POL,MF,Ligue 1,Strasbourg,2,0
Karol Linetty,1540.0,17.1,29.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.1,1.1,0.9,2.0,18.0,47.0,19.0,0.06,0.0,0.06,0.06,0.06,0.12,0.06,0.12,POL,MF,Serie A,Torino,0,0
Karol Mets,900.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,5.0,54.0,2.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,EST,DF,Bundesliga,St. Pauli,2,0
Kasey McAteer,852.0,9.5,22.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.7,1.6999999999999997,19.0,14.0,71.0,0.11,0.11,0.21,0.11,0.08,0.18,0.11,0.18,IRL,FW,Premier League,Leicester City,2,0
Kassoum Ouattara,391.0,4.3,19.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.2,1.4,15.0,16.0,35.0,0.0,0.23,0.23,0.04,0.28,0.31,0.04,0.31,FRA,"DF,FW",Ligue 1,Monaco,2,0
Kauã Santos,765.0,8.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRA,GK,Bundesliga,Eint Frankfurt,2,0
Kazeem Olaigbe,299.0,3.3,21.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.9000000000000001,2.2,17.0,18.0,32.0,0.0,0.6,0.6,0.09,0.57,0.67,0.09,0.67,BEL,"MF,FW",Ligue 1,Rennes,1,-1
Keane Lewis-Potter,3093.0,34.4,23.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,3.1000000000000005,3.1000000000000005,3.2,6.299999999999999,98.0,98.0,156.0,0.03,0.09,0.12,0.09,0.09,0.18,0.09,0.18,ENG,"DF,FW",Premier League,Brentford,5,0
Keinan Davis,1066.0,11.8,26.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.9,2.9,2.1,5.0,26.0,22.0,77.0,0.17,0.08,0.25,0.24,0.18,0.42,0.24,0.42,ENG,FW,Serie A,Udinese,0,0
Keita Baldé,638.0,7.1000000000000005,29.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,0.2,1.2,19.0,35.0,29.0,0.28,0.0,0.28,0.15,0.02,0.18,0.15,0.18,SEN,FW,Serie A,Monza,0,0
Keito Nakamura,2649.0,29.399999999999995,24.0,11.0,2.0,13.0,11.0,0.0,0.0,5.0,0.0,9.1,9.1,2.9,12.1,90.0,82.0,197.0,0.37,0.07,0.44,0.31,0.10000000000000002,0.41,0.31,0.41,JPN,"FW,MF",Ligue 1,Reims,5,0
Keke Topp,252.0,2.8,20.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,10.0,9.0,27.0,0.71,0.71,1.43,0.35,0.72,1.08,0.35,1.08,GER,"FW,MF",Bundesliga,Werder Bremen,1,-1
Kelechi Iheanacho,400.0,4.4,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.3,1.8,6.0,5.0,17.0,0.0,0.0,0.0,0.33,0.07,0.41,0.33,0.41,NGA,FW,La Liga,Sevilla,2,0
Kelvin Amian,2165.0,24.1,26.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.8,1.8,32.0,73.0,77.0,0.04,0.0,0.04,0.04,0.030000000000000002,0.08,0.04,0.08,FRA,DF,Ligue 1,Nantes,0,0
Kembo Diliwidi,4.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,DF,Ligue 1,Lens,2,0
Kenan Yıldız,2402.0,26.7,19.0,7.0,4.0,11.0,7.0,0.0,0.0,2.0,1.0,4.3,4.3,5.0,9.3,115.0,121.0,223.0,0.26,0.15,0.41,0.16,0.19,0.35,0.16,0.35,TUR,"FW,MF",Serie A,Juventus,5,0
Kenedy,9.0,0.1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,BRA,"MF,FW",La Liga,Valladolid,2,0
Kenny Lala,2686.0,29.8,32.0,3.0,2.0,5.0,0.0,3.0,3.0,5.0,0.0,3.0,0.6,4.3,4.9,58.0,138.0,91.0,0.1,0.07,0.17,0.1,0.14,0.24,0.02,0.17,MAD,DF,Ligue 1,Brest,0,0
Kenny Tete,1774.0,19.7,28.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.4,1.4,0.9,2.3,34.0,63.0,54.0,0.0,0.1,0.1,0.07,0.05,0.12,0.07,0.12,NED,DF,Premier League,Fulham,0,0
Kepa Arrizabalaga,2790.0,31.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP,GK,Premier League,Bournemouth,2,0
