Player,Min,90s,Age,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Nation,Pos,Comp,Squad,Cluster_KMeans,DBSCAN_Label
Gerard Moreno,721.0,8.0,32.0,3.0,2.0,5.0,0.0,3.0,3.0,0.0,0.0,4.2,1.8,3.6,5.5,19.0,53.0,60.0,0.37,0.25,0.62,0.53,0.45,0.9800000000000001,0.23,0.69,ESP,FW,La Liga,Villarreal,1,0
Germán Valera,148.0,1.6,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,1.0,2.0,10.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,ESP,MF,La Liga,Valencia,2,0
Gerrit Holtmann,1136.0,12.6,29.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.9,4.9,50.0,33.0,97.0,0.16,0.08,0.24,0.16,0.23000000000000004,0.39,0.16,0.39,PHI,"DF,FW",Bundesliga,Bochum,0,0
Gerónimo Rulli,3060.0,34.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARG,GK,Ligue 1,Marseille,2,0
Giacomo Raspadori,1103.0,12.3,24.0,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,4.0,4.0,2.4,6.4,18.0,42.0,57.0,0.49000000000000005,0.08,0.57,0.33,0.2,0.52,0.33,0.52,ITA,"FW,MF",Serie A,Napoli,1,0
Giangiacomo Magnani,1065.0,11.8,28.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.0,1.2,4.0,31.0,7.0,0.08,0.0,0.08,0.1,0.0,0.1,0.1,0.1,ITA,DF,Serie A,Hellas Verona,2,0
Gianluca Busio,2518.0,28.0,22.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.4,2.4,1.6,4.0,60.0,95.0,135.0,0.07,0.0,0.07,0.09,0.05999999999999999,0.14,0.09,0.14,USA,MF,Serie A,Venezia,0,0
Gianluca Caprari,1651.0,18.3,31.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,0.0,4.2,2.6,2.4,5.0,43.0,81.0,104.0,0.16,0.11000000000000001,0.27,0.23,0.13,0.36,0.14,0.27,ITA,"MF,FW",Serie A,Monza,0,0
Gianluca Gaetano,1009.0,11.2,24.0,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,4.9,4.9,2.2,7.1,11.0,41.0,82.0,0.18,0.36,0.54,0.43,0.2,0.63,0.43,0.63,ITA,"MF,FW",Serie A,Cagliari,1,0
Gianluca Lapadula,310.0,3.4,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,0.1,1.4,7.0,7.0,16.0,0.0,0.0,0.0,0.4,0.02,0.42,0.4,0.42,PER,"FW,MF",Serie A,Cagliari,2,0
Gianluca Mancini,3143.0,34.9,28.0,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,1.6999999999999997,1.6999999999999997,0.9000000000000001,2.6,45.0,139.0,23.0,0.06,0.0,0.06,0.05,0.03,0.07,0.05,0.07,ITA,DF,Serie A,Roma,0,0
Gianluca Scamacca,6.0,0.10000000000000002,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000002,0.10000000000000002,0.0,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.29,1.29,1.29,ITA,FW,Serie A,Atalanta,1,0
Gianluigi Donnarumma,2091.0,23.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,Ligue 1,Paris S-G,2,0
Gideon Mensah,2280.0,25.3,26.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,2.6,2.8,52.0,93.0,101.0,0.0,0.04,0.04,0.01,0.1,0.11,0.01,0.11,GHA,DF,Ligue 1,Auxerre,0,0
Gift Orban,580.2577319587629,6.428178694158076,22.0,3.5738831615120277,0.0,3.5738831615120277,3.5738831615120277,0.0,0.0,1.7869415807560138,0.0,2.9312714776632296,2.9312714776632296,0.15738831615120275,3.088659793814433,6.508591065292096,5.934707903780069,30.099656357388316,0.6158762886597938,0.0,0.6158762886597938,0.471958762886598,0.025738831615120274,0.49769759450171824,0.471958762886598,0.49769759450171824,NGA,"FW,DF",Bundesliga,Hoffenheim,1,0
Gio Reyna,350.0,3.9,21.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.2,0.2,0.2,0.4,5.0,22.0,19.0,0.51,0.0,0.51,0.04,0.06,0.1,0.04,0.1,USA,MF,Bundesliga,Dortmund,2,0
Giorgi Mamardashvili,3060.0,34.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GEO,GK,La Liga,Valencia,2,0
Giorgio Altare,753.0,8.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.19999999999999998,0.19999999999999998,0.09999999999999999,0.3,4.0,20.0,5.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,ITA,DF,Serie A,Venezia,2,0
Giorgio Scalvini,272.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,5.0,20.0,7.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,ITA,DF,Serie A,Atalanta,2,0
Giorgos Kyriakopoulos,2845.0,31.6,28.0,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,0.9,0.9,3.3,4.2,67.0,97.0,132.0,0.06,0.13,0.18999999999999997,0.03,0.1,0.13,0.03,0.13,GRE,DF,Serie A,Monza,0,0
Giorgos Masouras,1055.0,11.7,30.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,3.9,3.9,1.1,5.0,26.0,19.0,82.0,0.17,0.09,0.26,0.33,0.09,0.43,0.33,0.43,GRE,"FW,MF",Bundesliga,Bochum,1,0
Giovani Lo Celso,1457.0,16.2,28.0,8.0,3.0,11.0,6.0,2.0,3.0,4.0,0.0,4.8,2.4,4.9,7.3,26.0,132.0,66.0,0.49,0.19,0.68,0.29,0.3,0.59,0.15,0.45,ARG,"MF,FW",La Liga,Betis,1,0
Giovanni Di Lorenzo,3330.0,37.0,30.0,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,2.8,2.8,3.9,6.7,50.0,224.0,163.0,0.07999999999999999,0.05,0.14,0.07999999999999999,0.1,0.18,0.07999999999999999,0.18,ITA,DF,Serie A,Napoli,0,0
Giovanni Fabbian,1023.0,11.4,21.0,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.3,2.3,1.3,3.7,14.0,17.0,43.0,0.26,0.09,0.35,0.21,0.12,0.32,0.21,0.32,ITA,MF,Serie A,Bologna,1,0
Giovanni Leoni,1199.0,13.3,17.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,0.1,0.0,21.0,5.0,0.08,0.0,0.08,0.01,0.0,0.01,0.01,0.01,ITA,DF,Serie A,Parma,3,0
Giovanni Simeone,419.0,4.7,29.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.6,2.6,0.8000000000000002,3.4,11.0,7.0,30.0,0.21,0.21,0.43,0.56,0.17,0.73,0.56,0.73,ARG,FW,Serie A,Napoli,1,0
Giuliano Simeone,1926.0,21.4,21.0,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,2.2,2.2,5.2,7.4,69.0,49.0,189.0,0.09,0.28,0.37,0.1,0.24,0.35,0.1,0.35,ARG,MF,La Liga,Atlético Madrid,5,0
Giuseppe Ciocci,9.0,0.1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,Serie A,Cagliari,2,0
Giuseppe Pezzella,2878.0,32.0,26.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,4.6,5.2,77.0,80.0,143.0,0.0,0.09,0.09,0.02,0.14,0.16,0.02,0.16,ITA,"DF,FW",Serie A,Empoli,0,0
Gleison Bremer,540.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,2.0,21.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,BRA,DF,Serie A,Juventus,2,0
Glen Kamara,662.0,7.4,28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,5.0,34.0,22.0,0.0,0.14,0.14,0.02,0.02,0.05,0.02,0.05,FIN,MF,Ligue 1,Rennes,2,0
Goduine Koyalipou,885.0,9.8,24.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.8,4.8,0.8,5.6,15.0,20.0,68.0,0.41,0.0,0.41,0.49,0.08,0.57,0.49,0.57,CTA,FW,Ligue 1,Lens,1,0
Gonzalo García,56.0,0.6,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,0.0,0.0,3.0,0.0,1.61,1.61,0.79,1.56,2.35,0.79,2.35,ESP,"FW,DF",La Liga,Real Madrid,1,-1
Gonzalo Montiel,113.0,1.3,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,ARG,"DF,MF",La Liga,Sevilla,2,0
Gonçalo Guedes,995.0,11.1,27.0,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,3.2,3.2,1.3,4.5,41.0,40.0,79.0,0.18,0.36,0.54,0.29,0.11,0.4,0.29,0.4,POR,"MF,FW",Premier League,Wolves,1,0
Gonçalo Ramos,1066.0,11.8,23.0,10.0,3.0,13.0,8.0,2.0,3.0,1.0,0.0,13.6,11.3,2.2,13.4,11.0,24.0,63.0,0.84,0.25,1.1,1.15,0.18,1.33,0.95,1.13,POR,FW,Ligue 1,Paris S-G,1,-1
Gorka Guruzeta,1840.0,20.4,27.0,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,6.7,6.6,1.5,8.1,8.0,31.0,64.0,0.34,0.1,0.44,0.33,0.07,0.4,0.32000000000000006,0.4,ESP,FW,La Liga,Athletic Club,1,0
Gorka Rivera Alonso,20.0,0.2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP,"DF,MF",La Liga,Getafe,2,0
Granit Xhaka,2888.0,32.1,31.0,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,0.9000000000000001,0.9000000000000001,4.4,5.3,42.0,318.0,72.0,0.06,0.22,0.28,0.03,0.14,0.17,0.03,0.17,SUI,MF,Bundesliga,Leverkusen,0,0
Grant Ranos,20.0,0.2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM,FW,Bundesliga,Gladbach,2,0
Gregor Kobel,2880.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUI,GK,Bundesliga,Dortmund,2,0
Grigoris Kastanos,872.0,9.7,26.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.6999999999999997,2.7,12.0,34.0,27.0,0.1,0.1,0.21,0.1,0.17,0.28,0.1,0.28,CYP,"MF,FW",Serie A,Hellas Verona,0,0
Grischa Prömel,174.0,1.9,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,MF,Bundesliga,Hoffenheim,2,0
Grégoire Coudert,180.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,GK,Ligue 1,Brest,2,0
Guela Doué,2717.0,30.2,21.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.7999999999999999,0.7999999999999999,0.7,1.5,51.0,173.0,54.0,0.029999999999999995,0.07,0.09999999999999999,0.029999999999999995,0.02,0.049999999999999996,0.029999999999999995,0.049999999999999996,CIV,DF,Ligue 1,Strasbourg,0,0
Guglielmo Vicario,2160.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,Premier League,Tottenham,2,0
Guido Rodríguez,1149.0,12.8,30.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.2,0.4,4.0,33.0,7.0,0.0,0.08,0.08,0.02,0.01,0.03,0.02,0.03,ARG,MF,Premier League,West Ham,0,0
Guillaume Restes,2543.0,28.300000000000004,19.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,FRA,GK,Ligue 1,Toulouse,2,0
Guillermo Maripán,2340.0,26.0,30.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.9,0.9,1.0,2.0,14.0,96.0,9.0,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.08,CHI,DF,Serie A,Torino,3,0
Gustav Isaksen,2210.0,24.6,23.0,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,5.2,5.2,2.1,7.3,95.0,46.0,249.0,0.16,0.08,0.24,0.21,0.09,0.3,0.21,0.3,DEN,FW,Serie A,Lazio,5,0
Gustavo Nunes,12.0,0.10000000000000002,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRA,"FW,MF",Premier League,Brentford,2,0
Gvidas Gineitis,1430.0,15.9,20.0,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,1.3,1.3,2.0,3.3,15.0,36.0,43.0,0.19,0.06,0.25,0.08,0.13,0.21000000000000002,0.08,0.21000000000000002,LTU,MF,Serie A,Torino,0,0
Habib Diarra,2352.0,26.1,20.0,4.0,5.0,9.0,2.0,2.0,2.0,6.0,0.0,3.3,1.8,4.5,6.3,61.0,116.0,114.0,0.15,0.19,0.34,0.13,0.17,0.3,0.07,0.24000000000000002,SEN,"MF,FW",Ligue 1,Strasbourg,5,0
Hafiz Ibrahim,391.0,4.3,18.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,0.6,1.1,6.0,2.0,16.0,0.0,0.23,0.23,0.12000000000000001,0.14,0.25,0.12000000000000001,0.25,NGA,FW,Ligue 1,Reims,3,0
Hakan Çalhanoğlu,1947.0,21.6,30.0,5.0,6.0,11.0,2.0,3.0,4.0,5.0,0.0,4.4,1.3,5.6,6.9,52.0,173.0,51.0,0.23,0.28,0.51,0.2,0.26,0.46,0.06,0.32,TUR,MF,Serie A,Inter,5,0
Hamari Traoré,700.0,7.8,32.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.3,12.0,26.0,20.0,0.0,0.13,0.13,0.01,0.03,0.04,0.01,0.04,MLI,DF,La Liga,Real Sociedad,2,0
Hamed Junior Traorè,2093.0,23.3,24.0,10.0,2.0,12.0,10.0,0.0,0.0,5.0,0.0,7.9,7.9,2.7,10.6,66.0,99.0,146.0,0.43,0.09,0.52,0.34,0.12,0.46,0.34,0.46,CIV,MF,Ligue 1,Auxerre,5,0
Hamidou Makalou,32.0,0.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLI,"FW,MF",Ligue 1,Brest,2,0
Hamza Choudhury,131.0,1.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,BAN,"MF,DF",Premier League,Leicester City,2,0
Hamza Rafia,1058.0,11.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,1.4,1.9,13.0,51.0,32.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16,TUN,MF,Serie A,Lecce,0,0
Hamzat Ojediran,416.0,4.6,20.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.6,0.6,0.4,1.0,4.0,22.0,2.0,0.22,0.0,0.22,0.12000000000000001,0.09,0.22,0.12000000000000001,0.22,NGA,"MF,FW",Ligue 1,Lens,2,0
Han-Noah Massengo,1046.0,11.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.4,0.8,13.0,28.0,13.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,FRA,MF,Ligue 1,Auxerre,2,0
Hannes Behrens,29.0,0.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,DF,Bundesliga,Hoffenheim,2,0
Hans Hateboer,1684.0,18.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.5,1.9,28.0,92.0,63.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,NED,DF,Ligue 1,Rennes,0,0
Hans Nicolussi Caviglia,2861.0,31.8,24.0,4.0,2.0,6.0,4.0,0.0,0.0,7.0,1.0,2.4,2.4,2.1,4.5,20.0,140.0,22.0,0.13,0.06,0.19,0.07,0.07,0.14,0.07,0.14,ITA,MF,Serie A,Venezia,3,0
Haris Belkebla,1792.0,19.9,30.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,1.0,8.0,69.0,15.0,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.05,ALG,MF,Ligue 1,Angers,2,0
Haris Tabakovic,821.0,9.1,30.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,3.3,3.3,1.2,4.6,4.0,7.0,45.0,0.33,0.11,0.44,0.37,0.14,0.5,0.37,0.5,BIH,FW,Bundesliga,Hoffenheim,1,0
Harrison Armstrong,48.0,0.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4000000000000001,0.4000000000000001,0.10000000000000002,0.4000000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.69,0.14,0.82,0.69,0.82,ENG,MF,Premier League,Everton,1,0
Harrison Reed,108.0,1.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,1.0,4.0,7.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27,ENG,MF,Premier League,Fulham,2,0
Harry Amass,346.0,3.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,9.0,7.0,23.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,ENG,DF,Premier League,Manchester Utd,2,0
Harry Clarke,379.0,4.2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.09999999999999999,0.09999999999999999,0.0,0.09999999999999999,5.0,14.0,2.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,ENG,DF,Premier League,Ipswich Town,3,0
Harry Howell,7.0,0.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,FW,Premier League,Brighton,2,0
Harry Kane,2381.0,26.5,31.0,26.0,9.0,35.0,17.0,9.0,9.0,5.0,0.0,20.3,13.3,5.3,18.6,29.0,97.0,143.0,0.9800000000000001,0.34,1.32,0.77,0.2,0.9700000000000001,0.5,0.7,ENG,FW,Bundesliga,Bayern Munich,1,-1
Harry Maguire,1758.0,19.5,31.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.8,1.8,0.6,2.4,7.0,51.0,7.0,0.05,0.0,0.05,0.09,0.029999999999999995,0.11999999999999998,0.09,0.11999999999999998,ENG,DF,Premier League,Manchester Utd,0,0
Harry Toffolo,137.0,1.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,ENG,DF,Premier League,Nott'ham Forest,2,0
Harry Wilson,1162.0,12.9,27.0,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,4.2,4.2,1.1,5.3,22.0,51.0,96.0,0.45999999999999996,0.08,0.54,0.33,0.09,0.41,0.33,0.41,WAL,"FW,MF",Premier League,Fulham,1,0
Harry Winks,1538.0,17.1,28.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.2,1.5,19.0,101.0,11.0,0.0,0.12,0.12,0.01,0.07,0.09,0.01,0.09,ENG,MF,Premier League,Leicester City,0,0
Harvey Barnes,1755.0,19.5,26.0,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,7.2,7.2,4.0,11.2,93.0,83.0,192.0,0.46,0.21000000000000002,0.67,0.37,0.2,0.57,0.37,0.57,ENG,FW,Premier League,Newcastle Utd,5,0
Harvey Elliott,371.0,4.1,21.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.8000000000000003,1.8000000000000003,1.1,2.8,10.0,44.0,30.0,0.24,0.49,0.73,0.43,0.26,0.69,0.43,0.69,ENG,MF,Premier League,Liverpool,1,0
Hassane Kamara,2001.0,22.2,30.0,1.0,4.0,5.0,1.0,0.0,0.0,8.0,1.0,0.9,0.9,2.7,3.6,52.0,61.0,103.0,0.04,0.18,0.22,0.04,0.12,0.16,0.04,0.16,CIV,DF,Serie A,Udinese,3,0
Hauke Wahl,2970.0,33.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.5,1.4,30.0,142.0,10.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,GER,DF,Bundesliga,St. Pauli,0,0
Henri Koudossou,748.0,8.3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09999999999999999,0.09999999999999999,0.7999999999999999,0.9,19.0,23.0,48.0,0.0,0.0,0.0,0.01,0.09,0.09999999999999999,0.01,0.09999999999999999,GER,DF,Bundesliga,Augsburg,2,0
Henrik Meister,63.0,0.7,20.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,2.0,1.0,4.0,1.43,0.0,1.43,0.09,0.37,0.45,0.09,0.45,DEN,FW,Ligue 1,Rennes,1,-1
Henrikh Mkhitaryan,2396.0,26.6,35.0,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,2.7,4.2,72.0,199.0,93.0,0.04,0.15,0.19,0.06,0.1,0.16,0.06,0.16,ARM,MF,Serie A,Inter,0,0
Henrique,352.0,3.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,12.0,4.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,BRA,DF,La Liga,Valladolid,2,0
Hernani,1327.0,14.699999999999998,30.0,3.0,3.0,6.0,0.0,3.0,3.0,7.0,0.0,2.8,0.5,1.5,2.0,29.0,78.0,40.0,0.20000000000000004,0.20000000000000004,0.41,0.19,0.10000000000000002,0.3,0.029999999999999995,0.14,BRA,MF,Serie A,Parma,0,0
Hervé Koffi,450.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BFA,GK,Ligue 1,Lens,2,0
Hianga Mananga Mbock,21.0,0.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,FRA,MF,Ligue 1,Brest,2,0
Hicham Boudaoui,2435.0,27.1,24.0,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,2.7,2.7,3.0,5.8,54.0,124.0,75.0,0.07,0.11000000000000001,0.18,0.1,0.11000000000000001,0.21,0.1,0.21,ALG,MF,Ligue 1,Nice,0,0
Himad Abdelli,2842.0,31.599999999999998,24.0,6.0,1.0,7.0,3.0,3.0,4.0,4.0,0.0,6.3999999999999995,3.1999999999999997,3.1999999999999997,6.3999999999999995,107.0,207.0,111.0,0.19,0.029999999999999995,0.22,0.19999999999999998,0.09999999999999999,0.3,0.09999999999999999,0.19999999999999998,ALG,"MF,FW",Ligue 1,Angers,5,0
Hiroki Ito,250.0,2.8,25.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,3.0,18.0,6.0,0.36,0.0,0.36,0.13,0.14,0.27,0.13,0.27,JPN,DF,Bundesliga,Bayern Munich,2,0
Hiroki Sekine,887.0,9.9,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.4,22.0,39.0,40.0,0.0,0.0,0.0,0.010000000000000002,0.020000000000000004,0.04000000000000001,0.010000000000000002,0.04000000000000001,JPN,DF,Ligue 1,Reims,2,0
Honest Ahanor,270.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,3.0,3.0,7.0,0.0,0.0,0.0,0.17,0.04,0.21,0.17,0.21,ITA,"DF,MF",Serie A,Genoa,2,0
Hong Hyunseok,530.0,5.9,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,1.9,10.0,23.0,31.0,0.0,0.17,0.17,0.08,0.25,0.33,0.08,0.33,KOR,MF,Bundesliga,Mainz 05,2,0
Hugo Duro,2166.0,24.1,24.0,11.0,2.0,13.0,10.0,1.0,1.0,5.0,0.0,9.4,8.6,1.3,9.9,13.0,28.0,88.0,0.46,0.08,0.54,0.39,0.05,0.44,0.36,0.41,ESP,FW,La Liga,Valencia,1,0
Hugo Ekitike,2563.0,28.5,22.0,15.0,8.0,23.0,14.0,1.0,3.0,1.0,0.0,21.6,19.3,6.799999999999999,26.0,93.0,53.0,215.0,0.53,0.28,0.81,0.76,0.24,0.99,0.68,0.9099999999999999,FRA,FW,Bundesliga,Eint Frankfurt,5,-1
